part_number,qty,amount
432735-10280,95,1558
439440-10360,96,1559
432722-10540,97,1560
432722-10550,98,1561
432721-10590,99,1562
432721-10600,100,1563
432741-10070,101,1564
432724-10310,110,1573
432942-10070,119,1582
432748-10230,128,1591
432991-10060,137,1600
432956-10110,146,1609
432956-10090,155,1618
432955-10110,164,1627
423115-10860-AA7,173,1636
423117-10860-AA7,182,1645
423115-10870-AA7,191,1654
423117-10870-AA7,200,1663
423275-12200-AA7,209,1672
423275-12210-AA7,218,1681
423276-12210-AA7,227,1690
423115-10860-BAQ,236,1699
423117-10860-BAQ,245,1708
423115-10870-BAQ,254,1717
423117-10870-BAQ,263,1726
423275-12200-BAQ,272,1735
423275-12210-BAQ,281,1744
423276-12210-BAQ,290,1753
423115-10860-CA8,299,1762
423117-10860-CA8,308,1771
423115-10870-CA8,317,1780
423117-10870-CA8,326,1789
423275-12200-CA8,335,1798
423275-12210-CA8,344,1807
423276-12210-CA8,353,1816
423115-10860-BAN,362,1825
423117-10860-BAN,371,1834
423115-10870-BAN,380,1843
423117-10870-BAN,389,1852
423275-12200-BAN,398,1861
423275-12210-BAN,407,1870
423276-12210-BAN,416,1879
423115-10860-DAD,425,1888
423117-10860-DAD,434,1897
423115-10870-DAD,443,1906
423117-10870-DAD,452,1915
423275-12200-DAD,461,1924
423275-12210-DAD,470,1933
423276-12210-DAD,479,1942
423115-10860-EAD,488,1951
423117-10860-EAD,497,1960
423115-10870-EAD,506,1969
423117-10870-EAD,515,1978
423275-12200-EAD,524,1987
423275-12210-EAD,533,1996
423276-12210-EAD,542,2005
413110-10410,551,2014
413120-10470,560,2023
423670-11010,569,2032
423670-11020,578,2041
423680-11040,587,2050
423680-10890,596,2059
414530-10380,605,2068
414540-10600,614,2077
414530-10390,623,2086
414540-10610,632,2095
416520-10430,641,2104
416740-10300,650,2113
416520-10440,659,2122
426120-10650,668,2131
426110-10600,677,2140
426120-10730,686,2149
416787-10090,695,2158
413135-10170,704,2167
413136-10170,713,2176
414555-10070,722,2185
414556-10090,731,2194
414584-10020,740,2203
414595-10140,749,2212
414595-10160,758,2221
414611-10080,767,2230
414612-10200,776,2239
413201-10090,785,2248
413202-10150,794,2257
414589-10010,803,2266
414685-10020,812,2275
414686-10020,821,2284
413103-10010,830,2293
982461-03002,839,2302
413131-10180,848,2311
413132-10180,857,2320
413131-10250,866,2329
413132-10250,875,2338
413191-10050,884,2347
413191-10060,893,2356
413333-10020,902,2365
413334-10020,911,2374
416493-10130,920,2383
416494-10050,929,2392
981131-06035,938,2401
413107-10150,947,2410
413108-10240,956,2419
413105-10030,965,2428
413191-10090,974,2437
413197-10070,983,2446
413151-10010,992,2455
413152-10010,1001,2464
413153-10030,1010,2473
413154-10030,1019,2482
416553-10140,1028,2491
91511-40608,1037,2500
413261-10420,1046,2509
413262-10410,1055,2518
413143-10040,1064,2527
416540-11000,1073,2536
411195-10110,1082,2545
412111-10570,1091,2554
412112-10400,1100,2563
412111-10590,1109,2572
412112-10530,1118,2581
412113-10450,1127,2590
412114-10270,1136,2599
412113-10470,1145,2608
412114-10410,1154,2617
412453-10360,1163,2626
412453-10800,1172,2635
412471-10050,1181,2644
412472-10050,1190,2653
412471-10070,1199,2662
412472-10080,1208,2671
413397-10010,1217,2680
414195-10010,1226,2689
416431-10440,1235,2698
416432-10600,1244,2707
416433-10420,1253,2716
416434-10580,1262,2725
416435-10330,1271,2734
416436-10320,1280,2743
416441-10490,1289,2752
416442-10470,1298,2761
416443-10100,1307,2770
416444-10140,1316,2779
416447-10040,1325,2788
416448-10060,1334,2797
416481-10380,1343,2806
412165-10050,1352,2815
413203-10150,5,100
414399-10040,8,160
414545-10020,11,220
414546-10020,14,280
414585-10070,17,340
414586-10020,20,400
414594-10080,23,460
414595-10130,26,520
414599-10030,29,580
414585-10050,32,640
981521-40004,35,700
985131-05001,38,760
981411-50005,41,820
414513-10140,44,880
414514-10170,47,940
414515-10090,50,1000
414516-10110,53,1060
414653-10080,56,1120
414654-10080,59,1180
413285-10210,62,1240
414657-10050,65,1300
414658-10050,68,1360
414661-10080,71,1420
414662-10090,74,1480
414241-10100,77,1540
414595-10140,78,1541
414548-10110,79,1542
414613-10120,80,1543
414614-10120,81,1544
426105-10290,82,1545
426105-10300,83,1546
426115-10490,84,1547
426116-10630,85,1548
426156-10430,86,1549
426161-10070,87,1550
426163-10160,88,1551
426163-10270,89,1552
426183-10370,90,1553
426395-10060,91,1554
426111-10180,92,1555
426112-10190,93,1556
426131-10450,94,1557
426183-10270,95,1558
451571-10620,96,1559
451572-10660,97,1560
426320-10430,98,1561
451571-10620,99,1562
426310-10481,100,1563
426320-10471,101,1564
426334-10130,110,1573
426323-10350,119,1582
426323-10360,128,1591
426323-10340,137,1600
426168-10160,146,1609
426132-10440,155,1618
426164-10150,164,1627
426173-10070,173,1636
426173-10120,182,1645
426193-10100,191,1654
426193-10090,200,1663
426192-10530,209,1672
981441-50002,218,1681
426154-10510,227,1690
426154-10540,236,1699
426154-10530,245,1708
426192-10550,254,1717
411296-12100,263,1726
426154-10600,272,1735
426154-10610,281,1744
426156-10520,290,1753
426123-10380,299,1762
426124-10400,308,1771
414531-10110,317,1780
414532-10190,326,1789
414533-10090,335,1798
414534-10100,344,1807
414547-10090,353,1816
414588-10050,362,1825
426356-10270,371,1834
412413-10510,380,1843
412414-10460,389,1852
412310-10210,398,1861
412320-10270,407,1870
413211-10140,416,1879
413212-10140,425,1888
413261-10410,434,1897
413262-10430,443,1906
416481-10390,452,1915
416491-10030,461,1924
416491-10410,470,1933
416541-10040,479,1942
981551-40001,488,1951
411195-10100,497,1960
411195-10470,506,1969
412150-10660,515,1978
412160-10840,524,1987
416111-13180,533,1996
416112-12610,542,2005
416113-10240,551,2014
416114-10260,560,2023
416413-10490,569,2032
416414-10570,578,2041
416551-10220,587,2050
416552-10290,596,2059
411199-10060,605,2068
416445-10380,614,2077
416446-10500,623,2086
416435-10370,632,2095
416436-10370,641,2104
416437-10200,650,2113
416438-10230,659,2122
416443-10130,668,2131
416444-10160,677,2140
416447-10050,686,2149
416448-10070,695,2158
416553-10150,704,2167
411296-11180,713,2176
411296-11820,722,2185
412453-10030,731,2194
416502-10200,740,2203
416599-10050,749,2212
416761-10040,758,2221
416761-10170,767,2230
416766-10160,776,2239
994111-60300,785,2248
411198-10050,794,2257
416716-10160,803,2266
416787-10080,812,2275
416788-10020,821,2284
981551-40001,830,2293
411296-12100,839,2302
416751-10160,848,2311
416753-10030,857,2320
415511-10450,866,2329
416787-10130,875,2338
416766-10170,884,2347
4165E0-11200,893,2356
413113-10170,902,2365
413114-10210,911,2374
414663-10070,920,2383
414664-10070,929,2392
426154-10490,938,2401
414645-10060,947,2410
411241-10050,956,2419
414595-10210,965,2428
416746-10160,974,2437
414557-10090,983,2446
414558-10130,992,2455
413135-10380,1001,2464
413136-10410,1010,2473
413135-10420,1019,2482
414321-10060,1028,2491
414322-10070,1037,2500
416540-11200,1046,2509
414610-10500,1055,2518
416540-10990,1064,2527
413111-10080,1073,2536
413112-10090,1082,2545
413101-10050,1091,2554
413102-10050,1100,2563
4131A7-10150,1109,2572
4131A8-10240,1118,2581
4145F5-10070,1127,2590
4145F6-10090,1136,2599
4145F7-10090,1145,2608
4145F8-10130,1154,2617
4131D1-10180,1163,2626
4131D2-10180,1172,2635
4131L7-10150,1181,2644
4131L8-10240,1190,2653
413101-10050,1199,2662
413102-10050,1208,2671
4131D6-10410,1217,2680
4131D5-10420,1226,2689
4131B1-10080,1235,2698
4131B2-10090,1244,2707
4143C1-10060,1253,2716
4143C2-10070,1262,2725
4145R5-10070,1271,2734
4145R6-10090,1280,2743
4146B1-10080,1289,2752
4146B2-10200,1298,2761
414623-10100,1307,2770
414624-10140,1316,2779
4131D5-10170,1325,2788
4131D6-10170,1334,2797
423603-10700,1343,2806
423604-10770,1352,2815
